company_name,company_code,question,answer,ask_date
金龙鱼,[300999],公司（金龙鱼）的中央厨房截止目前运营是否正常？盈利还是亏损？之前（金龙鱼）中央厨房借助亚运会契机筹备建立！目前（金龙鱼）中央厨房产品包含什么？是企事业单位配送盒饭，还是预制菜？是否有线上销售？是否为餐饮加盟提供代工服务，比如米村拌饭、真功夫或其他品牌？,公司央厨项目进展顺利，产品涵盖学生餐、政企餐、社区餐、便当、预制菜、常温米饭等。当前已与部分肉类、蔬菜、海鲜企业达成合作关系。关于具体盈利情况，公司目前无须公开披露相关信息。,2024-2-27
金龙鱼,[300999],截止到现在，金龙鱼公司在营业的中央厨房工厂具体有多少个？在建的有多少个？预计2025年金龙鱼总共能投产多少家？,目前，公司已有5个央厨项目建成投产，分别位于杭州、周口、重庆、兴平和廊坊。筹建中的项目包括沈阳、淮安、昆山、兖州、广州等地，预计在未来两年左右建成投产。,2024-2-27
金龙鱼,[300999],公司目前已做到米面油基础产品第一了，金龙鱼未来增长点在哪里？,目前，公司在小包装油领域市占率较高，但在米、面方面的整体市场占有率较低，存在巨大的成长空间。随着居民生活水平提升，消费者对食品品质需求日益提高，个性化消费需求也将增加。公司会持续关注消费需求变化，研发更多优质、健康的新产品以促进产品结构升级。同时，公司正不断布局与现有业务互补的新业务板块，已逐步将产品线拓展至调味品、酵母、日化用品、植物肉以及中央厨房等领域。,2024-2-26
金龙鱼,[300999],金龙鱼发布2023年业绩快报，自上市至今，金龙鱼扣非利润越来越低，未来将会采用哪些办法提高至2020年水平？,我们将一如既往做好各项经营工作，充分利用公司的自身优势，持续为消费者提供安全、营养、健康、美味的优质食品，持续扩展产业布局的深度和广度，以提升公司的竞争力。我们对中国食品市场的前景充满信心，并对公司长远发展抱有坚定信念。,2024-2-26
金龙鱼,[300999],原材料涨跌对贵公司都不赚钱，未来全球人口下降的情况下，金龙鱼是如何考虑的？,公司近几年受宏观环境及农产品价格等因素影响，利润有所波动。不同业务板块业绩受原材料价格波动的影响存在差异，通常情况下，在原材料价格下跌时，C端产品的利润表现相对较好，而B端产品由于需要消化高价原材料库存，短期利润可能承压。但我们坚信公司未来发展潜力。中国拥有14亿人口，食品市场规模庞大，并且随着中国经济的持续发展，消费者对优质产品的需求将持续增长。中国消费者对饮食文化高度关注，预计未来中国市场不仅将成为全球最大的食品市场，还将是最具多元化和高品质的市场。我们的目标是满足国人对食品质量、美味、健康、安全以及合理价格的需求。,2024-2-26
金龙鱼,[300999],"尊敬的董秘，您好！我注意到目前小吃和零食的价格日益上涨，想请问一下贵公司在这方面是否有进行投资布局？例如是否考虑投资或拓展像金龙鱼这样的品牌在休闲食品领域的业务？

精简后：

目前小吃和零食越来越贵，贵公司是否有这方面的投资布局？例如是否考虑投资或拓展金龙鱼在休闲食品领域的业务？",公司已进入休闲食品领域，与家乐氏公司合资成立的益海嘉里家乐氏公司负责休闲食品的生产和销售，产品包括品客薯片等。,2024-2-26
金龙鱼,[300999],金龙鱼高管年薪接近5000万在A股市场属于领先水平，高管未持股对金龙鱼的发展略显不友好。是否可以考虑采取持股并结合工资的方式进行平衡？,根据公司当前股权分布情况，社会公众股占比约为10%。若董事和高级管理人员增持公司股票，可能会造成社会公众股比例低于10%，从而不符合上市要求。另外，公司已公布2022年限制性股票激励计划，激励对象包括公司董事及高级管理人员，目前尚未进入归属阶段。,2024-2-22
金龙鱼,[300999],2024年中国茶油消费兴起，请问金龙鱼在国内茶油产业有何布局？,公司推出茶油产品多年，随着近年来消费者健康意识的不断提升，茶油因其富含三萜烯醇、角鲨烯、多酚、维生素E等多种有益物质，逐渐受到市场的欢迎。为此，公司针对消费趋势的变化，已推出多款茶油产品以满足不同消费者的选择需求。,2024-2-22
金龙鱼,[300999],春节假期结束，食品饮料与餐饮服务行业同比增长迅速，金龙鱼作为国内最大食品集团，在春节期间保供应方面有何创新举措？,公司在春节期间结合各平台春节主题，开展了一系列创新营销活动。例如，谷维多稻米油以“齐乐龙龙过大年”为主题，与京东超市合作进行了快闪活动，并在天猫品牌会员日进行品牌联合营销等。,2024-2-22
金龙鱼,[300999],金龙鱼这个品牌是否属于金龙鱼，营收是否算进金龙鱼里面。,胡姬花是公司旗下品牌，其销售收入属于公司营收范围。,2024-2-19
金龙鱼,[300999],请问截止2月8日收盘，金龙鱼的股东人数是多少？谢谢。,"截至2024年2月8日，公司股东共计147,252户。",2024-2-19
金龙鱼,[300999],截止到2024年2月8日，金龙鱼公司股东户数是多少？,"截至2024年2月8日，公司股东共计147,252户。",2024-2-19
金龙鱼,[300999],金龙鱼2023年四季度经营利润是否有较大改善？,关于公司2023年第四季度经营情况，请关注公司后续发布的业绩报告。,2024-2-18
金龙鱼,[300999],最近粮食价格暴跌对金龙鱼的影响是否是正面的？,关于这方面的情况，公司目前没有需要公开披露的信息。,2024-2-18
金龙鱼,[300999],希望做好金龙鱼的品牌管理，加大宣传力度，提高高端比例，提升金龙鱼的公司美誉度。目前，金龙鱼仅有知名度，缺乏美誉度，在众多粮油产品中，消费者没有特别的吸引力去选择金龙鱼。,公司建立了覆盖高端、中端、大众的综合品牌矩阵，在众多细分市场保持领先地位。面对消费趋势变化，通过线上线下营销活动，根据产品特性进行针对性输出与推广，提升产品口碑。同时，公司依靠研发和技术优势不断推出新品，实现品牌营销和产品推广相互促进。在推广成熟品牌的同时，创新产品也提升了品牌的知名度和美誉度。我们将持续做好经营工作，发挥自身优势，为消费者提供安全、营养、健康、美味的优质食品，以增强公司的竞争力。,2024-2-18
金龙鱼,[300999],金龙鱼募资139.33亿上市，现在这部分钱用到了什么地方？取得了什么成果？,公司会在年报、半年报、募集资金存放与使用情况专项报告以及其他与募投项目相关的临时公告中披露募集资金使用情况。请关注3月22日收市后发布的2023年年报以获取最新情况。,2024-2-18
金龙鱼,[300999],公司上市以后净利润连年下降，股价更是跌得猛烈，最近各上市公司都在积极行动以提振投资者信心，那么金龙鱼公司将有何举措？金龙鱼公司的高管团队会增持金龙鱼公司股票吗？,我们将一如既往做好各项经营工作，充分利用公司的自身优势，持续为消费者提供安全、营养、健康、美味的优质食品，进而提升公司的竞争力。我们对中国食品市场的前景十分看好，并对公司长远发展充满信心。目前，公司没有需要公开披露的其他信息。,2024-2-8
金龙鱼,[300999],金龙鱼公司的油品从消费者的眼光来看跟别的公司油品没有区别，那金龙鱼公司的研发起什么作用？,公司研发中心聚焦粮油技术与产品研发、新产品及技术咨询、产品技术服务、科技合作与交流、粮油食品专业人才培育五大中心工作，在烹饪油脂、专用油脂、谷物、食品、油脂科技等领域持续创新研发，致力于改良粮油食品加工技术和产品质量，积极开发绿色和白色生物技术，引导先进消费理念，推动更健康生活方式。同时，研发中心致力于为粮油企业提供转型升级方案，旨在实现资源不断优化、能源消耗减少、环境友好的可持续发展目标。,2024-2-6
金龙鱼,[300999],金龙鱼从什么方面建立产品优势的？,公司拥有遍布全国的生产及销售网络、综合性企业群模式、良好的品牌形象、研发优势以及循环经济产业模式。我们持续加大对产品的推广力度，强化原材料采购管理，并控制加工成本、物流成本和销售成本。同时，不断布局与现有业务互补的新业务，致力于为消费者提供安全、营养、健康、美味的优质食品，以提升公司产品的知名度和竞争力。,2024-2-6
金龙鱼,[300999],贵公司金龙鱼的油品从哪方面建立竞争优势的，只是成本端么？,公司是国内最大的包装食用油供应商，拥有全国范围的生产和销售网络、综合性企业群模式、优秀品牌形象、研发优势以及循环经济产业模式。我们能够一站式提供丰富多样的厨房食品产品，有效增强客户粘性。随着消费升级及消费者健康意识的不断提高，我们将持续推广现有的高端产品，并推出更多安全、营养、健康、美味的优质食品，以提升公司产品的知名度和竞争力。,2024-2-6
金龙鱼,[300999],金龙鱼油品从什么方向建立低、中、高端产品线？金龙鱼品牌众多，但作为消费者感觉金龙鱼没有明显的中端、高端产品。,公司推出了众多高端产品，包括金龙鱼轻怡中长链脂肪酸（MLCT）食用油、富含谷维素和植物甾醇的稻米油、“零反式脂肪”系列食用油、高多酚初榨橄榄油、胡姬花花生油、鲤鱼菜油以及King’s亚麻籽油等。,2024-2-6
金龙鱼,[300999],公司是根据什么策略让消费者选择公司的产品，毕竟消费者眼光来看并没有什么区别。,公司经过多年发展，已构建起涵盖多品牌、多品类的产品及品牌组合，赢得广大消费者的广泛认可。面对消费者持续变化的饮食习惯，公司积极应对并不断创新，以满足市场需求，致力于为消费者提供安全、营养、健康、美味且丰富的产品选择。,2024-2-6
金龙鱼,[300999],希望金龙鱼今年可以分股。,公司会综合考虑长远利益、全体股东的整体利益及公司的可持续发展等因素，并依据公司章程与有关规定来决定相关事宜。,2024-2-5
金龙鱼,[300999],您好，截止到2024年1月31日，金龙鱼的股东户数是多少？谢谢。,"截至2024年1月31日，公司股东共计148,651户。",2024-2-2
金龙鱼,[300999],"这段话中没有出现指代金龙鱼的命名实体，无需替换。同时，这段话也没有打招呼、寒暄的语句。

简化后为：公司现金充沛，是否有回购注销的计划？",根据公司目前股权分布情况，社会公众股比例约为10%。若进行股票回购可能导致社会公众股比例低于10%，从而不符合上市条件。因此，在社会公众股比例未提升的情况下，公司无法进行股票回购。,2024-1-31
金龙鱼,[300999],金龙鱼公司的油品会不会升级？毕竟大多数消费者并不知晓那个年龄段应该吃什么油，还有哪些儿童发育阶段适合吃什么油。青少年高考期间食用什么油比较好。,多年来，公司的食用油产品持续创新升级，从脂肪酸种类更均衡的调和油到富含谷维素、植物甾醇的稻米油，再到0反式脂肪酸系列的食用油、中长链脂肪酸（MLCT）油等，以满足不同消费者的各种营养需求。考虑到消费者之间的个体差异，即使年龄相同，对营养的需求也可能存在差异。因此，建议在了解自身健康状况的基础上，轮换食用不同类型的油或选择调和油，这样既能满足人体对不同类型脂肪酸的需求，也能获取不同油脂中的伴随物。,2024-1-31
金龙鱼,[300999],金龙鱼的廊坊中央厨房进展如何了？金龙鱼产品的销售方向主要是哪些？金龙鱼是否会考虑与各大便利店合作销售便当食品？,公司廊坊央厨目前主要为盒马、叮咚等平台生产常温米饭产品，项目进展顺利。将依据市场需求等因素安排产品销售相关事宜。,2024-1-30
金龙鱼,[300999],金龙鱼广东省阳江市调味品工厂近期是否已经投产铺货？,阳江调味品项目已产出产品并开始销售。,2024-1-30
金龙鱼,[300999],金龙鱼有无针对减肥人士研发产品？有无这方面专利？,公司根据消费者需求，推出了众多安全、营养、健康、美味的产品。例如，金龙鱼轻怡中长链脂肪酸（MLCT）食用油的产业链，针对此类人群，我们拥有部分功用性的发明专利。,2024-1-30
金龙鱼,[300999],目前金龙鱼油品有没有专门针对儿童、青年、老年人，不同的年龄段来研发？,公司拥有丰富的食用油产品线，能满足各年龄段消费者的不同需求。例如King's核桃油、King's亚麻籽油以及谷维多稻米油等产品，富含多种营养素；金山茶山茶油和金龙鱼玉米胚芽油则含有丰富的不饱和脂肪酸；金龙鱼“零反式脂肪”系列食用油不含反式脂肪。不同年龄段的消费者可以根据自身营养需求选择合适的产品。,2024-1-30
金龙鱼,[300999],尊敬的董秘，您好。随着《浦东新区综合改革试点实施方案（2023—2027年）》推出，作为一家具有新加坡外资的A上市公司，且总部位于浦东新区的金龙鱼，有何长足促进发展的举措？,关于这方面的情况，公司目前没有需要公开披露的信息。,2024-1-25
金龙鱼,[300999],金龙鱼的预制菜销售情况如何，销售渠道主要是线上还是线下？占金龙鱼总体营收的比例是多少？在商超基本没看到金龙鱼的预制菜产品，有没有针对性的推广计划？,预制菜是公司央厨项目产品中的一部分，目前在公司总体营收中占比很小。公司央厨产品主要供应B端客户，已面向C端消费者推出红烧狮子头、锅烧肉、丰厨家宴礼盒、无菌米饭等预制菜产品，部分产品可在山姆等渠道购买。同时，消费者也可在部分十足、7-11便利店购买公司便当产品。未来将持续推出更多面向终端消费者的产品。关于渠道销售和推广计划，公司当前没有需要公开披露的信息。,2024-1-25
金龙鱼,[300999],请问金龙鱼有没有计划为老年人生产便利餐的计划？,公司央厨已逐步向社区提供产品。,2024-1-23
金龙鱼,[300999],金龙鱼公司的油品现在有没有利乐包装？,公司油类产品未使用利乐包装。,2024-1-23
金龙鱼,[300999],截止到2024年1月19日，金龙鱼股东户数是多少？,"截至2024年1月19日，公司股东共计150,882户。",2024-1-23
金龙鱼,[300999],金龙鱼是否计划将金龙鱼的产品推向国际市场，参与海外市场竞争？,目前公司主要专注于中国境内市场，境外的销售收入占比很小。,2024-1-23
金龙鱼,[300999],金龙鱼有细分油品么？比如烧烤油，油泼面油，花椒油，火锅油等。,公司已推出烧烤油、油辣子用油、花椒油等细分产品。,2024-1-23
金龙鱼,[300999],金龙鱼研发团队都是针对哪些方向？,公司研发中心主要聚焦烹饪油脂、专用油脂、谷物及全产业链等领域进行创新研发，致力于改善粮油食品加工技术和产品质量，开发绿色和白色生物技术，推广先进消费理念，以支持更健康生活。,2024-1-23
金龙鱼,[300999],目前金龙鱼的丰厨总负责人是？,央厨作为公司重要的新项目之一，由管理层牵头，并组建了专门的事业部进行项目推进。,2024-1-17
金龙鱼,[300999],贵公司金龙鱼榨干油的豆粕是否有针对人食用的高毛利率产品，或者相关专利？,我们有食品级非转基因大豆加工的豆粕产品，适用于酱油行业和大豆蛋白提取深加工产业。我们的大豆蛋白系列产品由食品级非转豆粕原料深度加工而成，并拥有专利。,2024-1-17
金龙鱼,[300999],因为金龙鱼大股东丰益营销（香港）有限公司持股比例89.99%过高，目前锁定一年，锁定期结束后是计划引进国资还是通过二级市场减持？,公司控股股东目前没有减持计划。,2024-1-17
金龙鱼,[300999],公告中金龙鱼子公司被起诉，是否对上市公司有影响。如果在案件中金龙鱼要承担连带责任，被罚款几十亿以上的话，对上市公司实际经营是否有影响。,因相关诉讼事项尚未开庭审理且公司不认同起诉书指控的事实，在诉讼审结之前，暂无法判断对公司的影响。公司将持续关注上述相关事项的后续进展情况，并及时履行信息披露义务。,2024-1-17
金龙鱼,[300999],"这段话中没有出现指代金龙鱼的命名实体，无需替换。同时，该句不含打招呼、寒暄语句。

简化后为：贵公司对于未来是否持有乐观态度？",我们十分看好中国食品市场的前景，公司拥有遍布全国的生产及销售网络、综合性企业群模式、良好的品牌形象以及研发优势等，对公司长远发展充满信心。,2024-1-17
金龙鱼,[300999],目前参与丰厨项目的优秀企业有哪些？,目前公司央厨项目已经与一些肉类、蔬菜、海鲜等企业建立合作关系。,2024-1-17
金龙鱼,[300999],金龙鱼上市这么长时间了，该公司的股价只跌不涨。似乎跟金龙鱼的业绩关联不大，2023年金龙鱼的业绩表现优异，但现在股价已接近发行价格。公司大股东是否有计划出售股份以维持壳价值？建议将股份转让给科技公司，金龙鱼所讲述的预制菜故事对提升其业绩帮助并不显著。,关于公司2023年度业绩情况，请关注后续发布的业绩报告。控股股东目前没有减持计划。,2024-1-12
金龙鱼,[300999],截止到2024年1月10日，金龙鱼股东户数是多少？,"截至2024年1月10日，公司股东共计150,994户。",2024-1-12
金龙鱼,[300999],请问金龙鱼的业务是否仅限于国内？国外是否存在金龙鱼的销售业务和网点？,目前公司主要专注于中国境内市场，境外的销售收入占比很小。,2024-1-12
金龙鱼,[300999],"请问：

  1、金龙鱼的产品使用的是转基因原料还是非转基因原料？
  2、金龙鱼的主打产品除了食用油之外，还有哪些其他产品？公司如何提升这些产品的知名度和竞争力？
  3、金龙鱼拥有哪些预制菜类产品？目前该业务的进展情况怎样？
  4、2023年报业绩预告将在何时公布？敬请逐一详实回复，谢谢！","1. 公司是国内最大的包装食用油供应商和非转基因包装油供应商，供应多种非转基因原料的食用油，包括调和油、菜油、豆油、玉米油、葵花油、花生油、山茶油、橄榄油、稻米油等。由于国内大豆等油料作物产量无法满足行业需求，公司也使用了部分进口转基因大豆进行压榨。

2. 公司是国内农产品和食品加工行业的领军企业之一，主要产品有厨房食品（如食用油、大米、面粉及挂面、调味品、食品原辅料等）、饲料原料（如豆粕、麸皮、米糠粕）以及油脂科技产品（基于棕榈油等油脂生产的油脂化学品、营养品、日化用品等）。公司将充分利用遍布全国的生产销售网络、综合性企业模式、品牌形象和研发优势，持续推广产品并做好原材料采购管理及成本控制，积极拓展与现有业务互补的新业务，致力于为消费者提供安全、营养、健康的优质食品，提升产品的知名度和竞争力。

3. 公司央厨项目的产品线包括学生餐、餐食便当、预制菜、酱料等，已面向C端消费者推出红烧狮子头、锅烧肉、丰厨家宴礼盒、无菌米饭等预制菜产品。央厨项目依托现有生产基地，建立综合性的食品生产园区，在此园区内可自行加工中央厨房产品，并引进产业链上下游相关企业共享产品仓储、实验研发、物流运输和销售渠道资源，以降低生产和物流营销成本，实现协同发展。目前，央厨项目虽处于起步阶段，但进展顺利。

4. 公司预计在3月23日发布2023年度报告（具体公告日期以最终为准），并将按照相关法规规定的条件及要求决定是否进行业绩预告。",2024-1-8
金龙鱼,[300999],您好，关于金龙鱼截止至2023年12月29日的股东户数，请问是多少？谢谢。,"截至2023年12月29日，公司股东共计150,943户。",2024-1-3
金龙鱼,[300999],"金龙鱼最近推出众多新业务，包括鲜米、山茶油、央厨、调味品、火锅料、牛奶、甜菜糖、蛋鸡养殖等。每个新业务在初期均需投入，并经历爬坡期，这将不可避免地分散公司管理精力。请问：

1、金龙鱼内部如何划分这些新业务，在内部的权重是怎样的，对其赋予何种期望？目标仅仅是获取利润还是有更深层次的考量？
2、预计这些新业务将在何时实现盈利？
3、这些新业务对当前财报利润造成了多大幅度的影响或消耗？",我们专注于农产品和食品相关业务，所有新业务与现有业务间存在协同效应和互补性。现有业务的盈利能力支撑我们持续开发新产品。我们深信自身拥有的人才优势将助力成功开发新产品，一旦新业务取得成功，我们将拥有极具竞争力的商业模式来生产和销售各类产品。,2024-1-3
金龙鱼,[300999],金龙鱼持股占总股本的89.99%，为什么要占这么高？担心股权失控？,公司控股股东对公司未来发展前景充满信心，高度认可公司价值。,2023-12-26
金龙鱼,[300999],请问金龙鱼中央厨房业务进展如何？是否可以利用金龙鱼的品牌和渠道优势发力其他高利率产业？期待金龙鱼业绩更上一层楼，以更好的业绩回报投资者。,公司央厨项目处于业务初期，进展顺利。我们将持续做好各项经营工作，充分发挥公司的自身优势，为消费者持续提供安全、营养、健康、美味的优质食品，以提升公司的竞争力。,2023-12-26
金龙鱼,[300999],益海嘉里旗下有金龙鱼、香满园、胡姬花在内的众多食用油品牌，其中金龙鱼是否使用了美国绝育种子种植的粮食？,公司严格按照国家相关法律法规进行原料采购用于油脂加工。,2023-12-26
金龙鱼,[300999],阳西调味品一期已经投入运营，但从网上来看产值和销售收入有两个数据，请问能否正式告知一下已投产的部分一年的产能和销售收入预计是多少？另外，从考虑调味品是高毛利率业务的角度出发，金龙鱼在与友商竞争时可以凭借低毛利率对抗高毛利率，展现出竞争优势，相对于央厨业务具有运营的确定性。请问公司未来对调味品业务是如何考虑的？,公司广东阳江项目的酱油年产能为8万吨，目前没有公开披露的销售收入信息。公司现有的米面油业务平台是推广调味品的良好载体，可促进调味品与其他厨房食品业务间的相互促进，以期形成更强的竞争能力。,2023-12-26
金龙鱼,[300999],金龙鱼不再控股，请问是否可以视为金龙鱼在中央厨房上战略进行再调整？中央厨房业务集团投入中金，业务开展了很多年，公司的公开财报从来没有单独反映金龙鱼这一块的收入情况，是不是因为数据不好看？,公司重庆央厨项目引入了所在区域有竞争力的合作方作为合资公司股东，公司仍为第二大股东。此举有利于中央厨房业务的区域发展，增强与合作方的协同优势和公司的竞争力。本次调整不影响公司发展中央厨房的战略规划。关于数据披露，定期报告中仅披露厨房食品和饲料原料及油脂科技两大板块的数据，未涉及细分板块情况，目前央厨在公司整体营收中的占比很小。,2023-12-26
金龙鱼,[300999],2022年三、四季度，国家队的“基本养老保险基金八零二组合”和“全国社保基金一一三组合”投资金龙鱼，但在2023年三季度都退出了金龙鱼，均在金龙鱼投资上未能取得预期成果，对于此事如何看待？,股票交易为投资者自主交易行为，公司尊重所有投资者基于自身情况做出的价值判断与投资决策。我们将持续做好各项经营工作，充分利用公司的自身优势，致力于为消费者提供安全、营养、健康、美味的优质食品，以提升公司的竞争力。,2023-12-25
金龙鱼,[300999],四大粮商之一的美国ADM与益海嘉里是否存在合作关系？若存在，在当前中美关系微妙时期，金龙鱼是否会与其脱钩断链？,ADM是全球重要的大豆等农产品供应商之一，公司会向ADM采购进口大豆。,2023-12-25
金龙鱼,[300999],金龙鱼旗下糖业工厂目前产能如何？目前南半球新榨季已接近尾声，产量与去年基本持平，甚至略有下降；北半球甘蔗糖厂压榨即将开始，国内食糖仍处于紧平衡状态。从需求方面来看，食糖是刚需产品，每年需求量有1%-1.5%的天然增长。因此，总体预计明年金龙鱼仍存在供需缺口，糖价大概率维持高位。,公司有生产甜菜糖，目前没有需要公开披露的产能情况信息。,2023-12-25
金龙鱼,[300999],截止到2023年12月20日，金龙鱼公司股东户数是多少？,"截至2023年12月20日，公司股东共计151,186户。",2023-12-25
金龙鱼,[300999],12月15日，证监会发布《上市公司监管指引第3号——上市公司现金分红》（以下简称《现金分红指引》）以及《关于修改＜上市公司章程指引＞的决定》（以下简称《章程指引》），自公布之日起施行。沪深证券交易所同步修改完善规范运作指引，明确操作性要求。请问金龙鱼对自身中期分红是否有积极措施？,公司会综合考虑长远利益、全体股东的整体利益及公司的可持续发展等因素，并依据公司章程与有关规定来决定分红事宜。,2023-12-20
金龙鱼,[300999],"尊敬的董秘：
您好！请问随着回购新规的实施，金龙鱼是否有计划进行回购注销股份。
春节临近，金龙鱼天猫旗舰店是否会上架春节团年饭预制菜品。",根据公司当前股权分布情况，社会公众股比例约为10%。在此情况下，无论是回购股票还是大股东增持股票，都可能致使社会公众股比例降至10%以下，从而不符合上市要求。因此，在未提升社会公众股比例的前提下，大股东无法进行增持操作，公司也无法进行股票回购。目前，公司的丰厨家宴礼盒系列产品已陆续在各大线上平台销售，敬请选购。,2023-12-20
金龙鱼,[300999],金龙鱼母公司丰益国际是一个从亚洲崛起、世界领先的农业综合型跨国粮油企业集团，该集团已在亚洲、非洲等世界五大洲的30多个国家和地区建立超过1000家加工厂，销售网络遍及50多个国家和地区，员工约10万名。金龙鱼母公司也一直参与“一带一路”建设。未来金龙鱼是否会进口更多越南丰富农产品进入国内销售？,公司会持续利用自身优势，有效地、经济地加工进口、国产原材料及具有当地特色的农产品。,2023-12-13
金龙鱼,[300999],韩国出口方便面创新高，其中对华出口量排第一，国内对于方便面的需求量增速在提升。金龙鱼作为一家有新加坡背景的外资企业，新加坡拥有丰富的方便面产品，且口味比韩国更佳。未来金龙鱼是否可以引进新加坡的工艺技术来生产方便面供应给国内消费者？,公司会根据业务发展规划和市场需求等情况决定相关事宜。,2023-12-13
金龙鱼,[300999],您好，截止到2023年12月10日，金龙鱼的股东户数是多少？谢谢。,"截至2023年12月08日，公司股东共计152,049户。",2023-12-13
金龙鱼,[300999],金龙鱼股价深度调整，是否可以进行员工持股，增强投资者信心？,关于这方面的情况，公司目前没有需要公开披露的信息。,2023-12-8
金龙鱼,[300999],金龙鱼旗下中央厨房丰厨产品目前在哪些商超便利店铺货了？如金龙鱼的便当、预制菜（大师菜）等，非常感谢。,公司央厨产品当前主要供应B端客户，在部分C端渠道也有销售，例如在山姆超市销售的丰厨锅烧肉产品和在华东地区十足便利店、7-11便利店销售的丰厨便当产品。未来我们将持续推出更多面向终端消费者的产品。,2023-12-5
金龙鱼,[300999],生猪价格短期持续暴跌，对于金龙鱼旗下饲料产业项目生产是否有影响？,关于这方面的情况，公司目前没有需要公开披露的信息。,2023-12-5
金龙鱼,[300999],"您好，截止2023年12月4日，金龙鱼的股东人数是多少了？

去掉打招呼、寒暄语句后：

截止2023年12月4日，金龙鱼的股东人数是多少？","截至2023年11月30日，公司股东共计152,465户。",2023-12-5
金龙鱼,[300999],2023年四季度，金龙鱼旗下压榨产能开机率是否维持在50%以上？,关于第四季度的经营情况，公司目前没有需要公开披露的信息。,2023-11-20
金龙鱼,[300999],双十一金龙鱼旗下品牌“金龙鱼”、“胡姬花”名列TOP 10，未来金龙鱼会继续做好细分品牌销售么？比如“谷维多”、“纽麦福”，金龙鱼是否会做好细分产品，单独品牌营销，让更多中高端消费者享受到金龙鱼高端品牌的品质？,公司会根据自身业务发展、市场需求等情况，持续做好产品规划及品牌营销工作，为消费者提供安全、营养、健康、美味的优质食品。,2023-11-20
金龙鱼,[300999],金龙鱼旗下益海晨科（南宁）蛋鸡养殖项目开启运营，预计年供应鸡蛋会达到多少斤？,南宁蛋鸡养殖项目刚投产不久，目前没有需要公开披露的相关情况。,2023-11-15
金龙鱼,[300999],截止到2023年11月10日，金龙鱼股东户数是多少？,"截至2023年11月10日，公司股东共计154,150户。",2023-11-14
